image_id,mission,instrument,body,filter,exposure_s,timestamp_utc,target_body_from_metadata,source_url,sha256,local_path,instrument_verified,state_verified
co-iss-n1373703343,cassini,issna,saturn,CB1+P0,2.6,2001-07-13T08:02:05.755,Saturn,https://opus.pds-rings.seti.org/holdings/previews/COISS_1xxx/COISS_1007/data/1373522904_1373866521/N1373703343_1_full.png,91d25d68e9a6da52aaa50c32acf10416a654119e85cee89643b1b5b781fead0d,/Users/upadhyay/dev/ICES/object_detection_opencv_cpp/data/cassini/issna/saturn/images/co-iss-n1373703343.png,true,true
co-iss-n1373703479,cassini,issna,saturn,MT1+P0,18,2001-07-13T08:04:06.370,Saturn,https://opus.pds-rings.seti.org/holdings/previews/COISS_1xxx/COISS_1007/data/1373522904_1373866521/N1373703479_1_full.png,fea5c9965479cd979ffd826ad9a62d1f21c300bc6442d3ae5c51f5b67537d030,/Users/upadhyay/dev/ICES/object_detection_opencv_cpp/data/cassini/issna/saturn/images/co-iss-n1373703479.png,true,true
co-iss-n1373703735,cassini,issna,saturn,CB3+IRP0,22,2001-07-13T08:08:18.387,Saturn,https://opus.pds-rings.seti.org/holdings/previews/COISS_1xxx/COISS_1007/data/1373522904_1373866521/N1373703735_1_full.png,2a637aa0432192192f17cc6cbd990bd01ea0fa3c976b28d971492e4331fe3020,/Users/upadhyay/dev/ICES/object_detection_opencv_cpp/data/cassini/issna/saturn/images/co-iss-n1373703735.png,true,true
co-iss-n1373703951,cassini,issna,saturn,UV1,32,2001-07-13T08:11:44.398,Saturn,https://opus.pds-rings.seti.org/holdings/previews/COISS_1xxx/COISS_1007/data/1373522904_1373866521/N1373703951_1_full.png,a8ec0bdde6d792abdb18516718f2346c4d09aea2a4bce5c39c3a9416e0af6f40,/Users/upadhyay/dev/ICES/object_detection_opencv_cpp/data/cassini/issna/saturn/images/co-iss-n1373703951.png,true,true
co-iss-n1373704239,cassini,issna,saturn,UV1,32,2001-07-13T08:16:32.415,Saturn,https://opus.pds-rings.seti.org/holdings/previews/COISS_1xxx/COISS_1007/data/1373522904_1373866521/N1373704239_1_full.png,ed9c9e163a5b8be17d0bc5d1e97679ed0f605421c1b3b4c44f8e680ebf6b366d,/Users/upadhyay/dev/ICES/object_detection_opencv_cpp/data/cassini/issna/saturn/images/co-iss-n1373704239.png,true,true
co-iss-n1413901895,cassini,issna,saturn,CB1,1.5,2002-10-21T14:13:15.081,Saturn,https://opus.pds-rings.seti.org/holdings/previews/COISS_1xxx/COISS_1008/data/1413823163_1413923799/N1413901895_1_full.png,9dd6c43203e729661064aacf327effe9bc651285f5a3abb3247ee1595e87b5e8,/Users/upadhyay/dev/ICES/object_detection_opencv_cpp/data/cassini/issna/saturn/images/co-iss-n1413901895.png,true,true
co-iss-n1413902167,cassini,issna,saturn,CB2,3.2,2002-10-21T14:17:45.398,Saturn,https://opus.pds-rings.seti.org/holdings/previews/COISS_1xxx/COISS_1008/data/1413823163_1413923799/N1413902167_1_full.png,4d95556f5e2e915aba8a80585ec6dda29865df3f328f841b0158b729c06ceb7e,/Users/upadhyay/dev/ICES/object_detection_opencv_cpp/data/cassini/issna/saturn/images/co-iss-n1413902167.png,true,true
co-iss-n1413902377,cassini,issna,saturn,MT3,15,2002-10-21T14:21:03.609,Saturn,https://opus.pds-rings.seti.org/holdings/previews/COISS_1xxx/COISS_1008/data/1413823163_1413923799/N1413902377_1_full.png,bcae5dbf63badfb05e614b5dd5b41e522b776841404cdffa7b24dc39c788d4aa,/Users/upadhyay/dev/ICES/object_detection_opencv_cpp/data/cassini/issna/saturn/images/co-iss-n1413902377.png,true,true
co-iss-n1413902676,cassini,issna,saturn,IR1+IR2,2,2002-10-21T14:26:15.556,Saturn,https://opus.pds-rings.seti.org/holdings/previews/COISS_1xxx/COISS_1008/data/1413823163_1413923799/N1413902676_1_full.png,d8e951d8ac02739db9eaedafe0282807bcea390af960e0c0d20c845acedf23d7,/Users/upadhyay/dev/ICES/object_detection_opencv_cpp/data/cassini/issna/saturn/images/co-iss-n1413902676.png,true,true
co-iss-n1413902957,cassini,issna,saturn,IR3+IR4,32,2002-10-21T14:30:26.569,Saturn,https://opus.pds-rings.seti.org/holdings/previews/COISS_1xxx/COISS_1008/data/1413823163_1413923799/N1413902957_1_full.png,9f0b1530e430693dbdf274d4bf0778de47cadd42d938400882a8400d911a40ef,/Users/upadhyay/dev/ICES/object_detection_opencv_cpp/data/cassini/issna/saturn/images/co-iss-n1413902957.png,true,true
co-iss-n1413903239,cassini,issna,saturn,UV1,32,2002-10-21T14:35:08.567,Saturn,https://opus.pds-rings.seti.org/holdings/previews/COISS_1xxx/COISS_1008/data/1413823163_1413923799/N1413903239_1_full.png,8df395fa546953474a49dbdbdd94f302c9df96a17131c083efa9d561a10b8d38,/Users/upadhyay/dev/ICES/object_detection_opencv_cpp/data/cassini/issna/saturn/images/co-iss-n1413903239.png,true,true
co-iss-n1413903567,cassini,issna,saturn,UV3,12,2002-10-21T14:40:56.581,Saturn,https://opus.pds-rings.seti.org/holdings/previews/COISS_1xxx/COISS_1008/data/1413823163_1413923799/N1413903567_1_full.png,27e1577f86da69998923bdbe805b75522de1e51038fae8c6dcbb04c4d4713a69,/Users/upadhyay/dev/ICES/object_detection_opencv_cpp/data/cassini/issna/saturn/images/co-iss-n1413903567.png,true,true
co-iss-n1413903772,cassini,issna,saturn,UV3+P0,22,2002-10-21T14:44:11.556,Saturn,https://opus.pds-rings.seti.org/holdings/previews/COISS_1xxx/COISS_1008/data/1413823163_1413923799/N1413903772_1_full.png,9505d121ceed3f33670684fc321ad1c3599b28e4a12e1acfcd26563c18722c87,/Users/upadhyay/dev/ICES/object_detection_opencv_cpp/data/cassini/issna/saturn/images/co-iss-n1413903772.png,true,true
co-iss-n1413904100,cassini,issna,saturn,BL2+P60,12,2002-10-21T14:49:49.557,Saturn,https://opus.pds-rings.seti.org/holdings/previews/COISS_1xxx/COISS_1008/data/1413823163_1413923799/N1413904100_1_full.png,f33e0ab349d86d75148882bd106295c5d9b631ef89fcc0dbda281683787d02db,/Users/upadhyay/dev/ICES/object_detection_opencv_cpp/data/cassini/issna/saturn/images/co-iss-n1413904100.png,true,true
co-iss-n1413904281,cassini,issna,saturn,GRN+P60,0.56,2002-10-21T14:53:01.984,Saturn,https://opus.pds-rings.seti.org/holdings/previews/COISS_1xxx/COISS_1008/data/1413823163_1413923799/N1413904281_1_full.png,09cac9d42084089afc7b342404479a99ba5d9dddcf7c40df7f908a127b81817b,/Users/upadhyay/dev/ICES/object_detection_opencv_cpp/data/cassini/issna/saturn/images/co-iss-n1413904281.png,true,true
co-iss-n1413904522,cassini,issna,saturn,CB1+P120,2.6,2002-10-21T14:57:00.951,Saturn,https://opus.pds-rings.seti.org/holdings/previews/COISS_1xxx/COISS_1008/data/1413823163_1413923799/N1413904522_1_full.png,cbe8cf4688d65673e90c78ef60b445ec6d1aee6b1732269e1e1ed66caa56bca3,/Users/upadhyay/dev/ICES/object_detection_opencv_cpp/data/cassini/issna/saturn/images/co-iss-n1413904522.png,true,true
co-iss-n1413904756,cassini,issna,saturn,MT1+P120,18,2002-10-21T15:00:39.553,Saturn,https://opus.pds-rings.seti.org/holdings/previews/COISS_1xxx/COISS_1008/data/1413823163_1413923799/N1413904756_1_full.png,91acf8f63373a93bafec3f5e909b6b927a1626d0c3a959e5708ae14ffb2bc8b0,/Users/upadhyay/dev/ICES/object_detection_opencv_cpp/data/cassini/issna/saturn/images/co-iss-n1413904756.png,true,true
co-iss-n1413905132,cassini,issna,saturn,MT3+IRP0,32,2002-10-21T15:06:41.554,Saturn,https://opus.pds-rings.seti.org/holdings/previews/COISS_1xxx/COISS_1008/data/1413823163_1413923799/N1413905132_1_full.png,cfc260c249755730baa8c3cad81e71b1445476eb88f0638043cb007434b4992d,/Users/upadhyay/dev/ICES/object_detection_opencv_cpp/data/cassini/issna/saturn/images/co-iss-n1413905132.png,true,true
co-iss-n1413905414,cassini,issna,saturn,UV1,32,2002-10-21T15:11:23.552,Saturn,https://opus.pds-rings.seti.org/holdings/previews/COISS_1xxx/COISS_1008/data/1413823163_1413923799/N1413905414_2_full.png,a36d8355975fe78089ad15ff21970d1ce8fab9c4312982a6e532532d37a64cd1,/Users/upadhyay/dev/ICES/object_detection_opencv_cpp/data/cassini/issna/saturn/images/co-iss-n1413905414.png,true,true
co-iss-n1474249489,cassini,issna,saturn,CB3,18,2004-09-19T01:19:31.335,Saturn,https://opus.pds-rings.seti.org/holdings/previews/COISS_2xxx/COISS_2006/data/1474248940_1474269812/N1474249489_1_full.png,4401bb4514db0cdf5592a801c933f50fd4ebca4799084ae1f9674b2850fddc74,/Users/upadhyay/dev/ICES/object_detection_opencv_cpp/data/cassini/issna/saturn/images/co-iss-n1474249489.png,true,position_only
co-iss-n1474249604,cassini,issna,saturn,BL1,1.2,2004-09-19T01:21:43.149,Saturn,https://opus.pds-rings.seti.org/holdings/previews/COISS_2xxx/COISS_2006/data/1474248940_1474269812/N1474249604_1_full.png,66fd220cd626e06559cf57fc3f2d11f9bd6dc258085fba91c3cae969eef0cd8f,/Users/upadhyay/dev/ICES/object_detection_opencv_cpp/data/cassini/issna/saturn/images/co-iss-n1474249604.png,true,position_only
co-iss-n1474250094,cassini,issna,saturn,MT3,22,2004-09-19T01:29:32.327,Saturn,https://opus.pds-rings.seti.org/holdings/previews/COISS_2xxx/COISS_2006/data/1474248940_1474269812/N1474250094_1_full.png,fb330b3a2d019110f60640ed14e9b3b5d886d2751cd2c72ddc055117e4d472c1,/Users/upadhyay/dev/ICES/object_detection_opencv_cpp/data/cassini/issna/saturn/images/co-iss-n1474250094.png,true,position_only
co-iss-n1474250215,cassini,issna,saturn,CB1,1.2,2004-09-19T01:31:54.141,Saturn,https://opus.pds-rings.seti.org/holdings/previews/COISS_2xxx/COISS_2006/data/1474248940_1474269812/N1474250215_1_full.png,57781404dfc69d468ddcb4fa9d5e2f8100b5c9bd854d334e47870663b2c61026,/Users/upadhyay/dev/ICES/object_detection_opencv_cpp/data/cassini/issna/saturn/images/co-iss-n1474250215.png,true,position_only
co-iss-w1474253434,cassini,issna,saturn,RED,0.015,2004-09-19T02:25:34.294,Saturn,https://opus.pds-rings.seti.org/holdings/previews/COISS_2xxx/COISS_2006/data/1474248940_1474269812/W1474253434_1_full.png,c816987e805a0781ee8f50954f1fa29aca77b0f2fa62162f5306ca38fe0f3b06,/Users/upadhyay/dev/ICES/object_detection_opencv_cpp/data/cassini/issna/saturn/images/co-iss-w1474253434.png,true,position_only
co-iss-n1474253612,cassini,issna,saturn,MT3,22,2004-09-19T02:28:10.319,Saturn,https://opus.pds-rings.seti.org/holdings/previews/COISS_2xxx/COISS_2006/data/1474248940_1474269812/N1474253612_1_full.png,9cf5c3af014205cb995174afc4dcb41ceffa2624bb7e701696fc3273335813f0,/Users/upadhyay/dev/ICES/object_detection_opencv_cpp/data/cassini/issna/saturn/images/co-iss-n1474253612.png,true,position_only
co-iss-n1474253761,cassini,issna,saturn,CB1,1.2,2004-09-19T02:31:00.130,Saturn,https://opus.pds-rings.seti.org/holdings/previews/COISS_2xxx/COISS_2006/data/1474248940_1474269812/N1474253761_1_full.png,6668d8663649a4682a1a9b84e54578003a0e76feddc6d38c2e204cb234a254ed,/Users/upadhyay/dev/ICES/object_detection_opencv_cpp/data/cassini/issna/saturn/images/co-iss-n1474253761.png,true,position_only
co-iss-n1474254073,cassini,issna,saturn,MT2,15,2004-09-19T02:35:58.289,Saturn,https://opus.pds-rings.seti.org/holdings/previews/COISS_2xxx/COISS_2006/data/1474248940_1474269812/N1474254073_1_full.png,93024ab6fa18e02c13ac8cd07cd22ed35fc162e9ebc857ee3c7c62df93b82924,/Users/upadhyay/dev/ICES/object_detection_opencv_cpp/data/cassini/issna/saturn/images/co-iss-n1474254073.png,true,position_only
co-iss-n1474254273,cassini,issna,saturn,MT1,8.2,2004-09-19T02:39:25.107,Saturn,https://opus.pds-rings.seti.org/holdings/previews/COISS_2xxx/COISS_2006/data/1474248940_1474269812/N1474254273_1_full.png,329d675604f94142941b403bafa347a3bbb34df0f2ec1745169f2a637f98ad2b,/Users/upadhyay/dev/ICES/object_detection_opencv_cpp/data/cassini/issna/saturn/images/co-iss-n1474254273.png,true,position_only
co-iss-n1474254737,cassini,issna,saturn,MT2,15,2004-09-19T02:47:02.285,Saturn,https://opus.pds-rings.seti.org/holdings/previews/COISS_2xxx/COISS_2006/data/1474248940_1474269812/N1474254737_1_full.png,a5d2f372b0b863b3a45ba9abc0589c98779c18b52b841c486d748fa96962a9f4,/Users/upadhyay/dev/ICES/object_detection_opencv_cpp/data/cassini/issna/saturn/images/co-iss-n1474254737.png,true,position_only
co-iss-n1474254889,cassini,issna,saturn,CB3,18,2004-09-19T02:49:31.299,Saturn,https://opus.pds-rings.seti.org/holdings/previews/COISS_2xxx/COISS_2006/data/1474248940_1474269812/N1474254889_1_full.png,57bbc1cc62fd9a1f99ec6715870d6132203d19c55d46b1286ccb16b84f1f8cff,/Users/upadhyay/dev/ICES/object_detection_opencv_cpp/data/cassini/issna/saturn/images/co-iss-n1474254889.png,true,position_only
co-iss-n1474255052,cassini,issna,saturn,UV3,10,2004-09-19T02:52:22.318,Saturn,https://opus.pds-rings.seti.org/holdings/previews/COISS_2xxx/COISS_2006/data/1474248940_1474269812/N1474255052_1_full.png,5492489f29bd2cbde6931f29d731220c25cbac44fe4440efc0dd3c47aa6960fe,/Users/upadhyay/dev/ICES/object_detection_opencv_cpp/data/cassini/issna/saturn/images/co-iss-n1474255052.png,true,position_only
co-iss-n1474255494,cassini,issna,saturn,MT3,22,2004-09-19T02:59:32.291,Saturn,https://opus.pds-rings.seti.org/holdings/previews/COISS_2xxx/COISS_2006/data/1474248940_1474269812/N1474255494_1_full.png,5ce86949e9f19d1d78535a7b43c25bf827c859587434d9c0a6071a2cabf30139,/Users/upadhyay/dev/ICES/object_detection_opencv_cpp/data/cassini/issna/saturn/images/co-iss-n1474255494.png,true,position_only
co-iss-n1474255649,cassini,issna,saturn,BL1,1.2,2004-09-19T03:02:28.110,Saturn,https://opus.pds-rings.seti.org/holdings/previews/COISS_2xxx/COISS_2006/data/1474248940_1474269812/N1474255649_1_full.png,7584a474b4bdf14d83c7049a59d14e70bd50ff1198344030886ea2181d3abe07,/Users/upadhyay/dev/ICES/object_detection_opencv_cpp/data/cassini/issna/saturn/images/co-iss-n1474255649.png,true,position_only
co-iss-w1474258834,cassini,issna,saturn,RED,0.015,2004-09-19T03:55:34.259,Saturn,https://opus.pds-rings.seti.org/holdings/previews/COISS_2xxx/COISS_2006/data/1474248940_1474269812/W1474258834_1_full.png,149ee52e4a82e80e74a052393c94394df78f5d83c141dc1d9ffdf45854bcb704,/Users/upadhyay/dev/ICES/object_detection_opencv_cpp/data/cassini/issna/saturn/images/co-iss-w1474258834.png,true,position_only
co-iss-w1474259012,cassini,issna,saturn,BL1,0.12,2004-09-19T03:58:32.164,Saturn,https://opus.pds-rings.seti.org/holdings/previews/COISS_2xxx/COISS_2006/data/1474248940_1474269812/W1474259012_1_full.png,dba1f9d1062855c72a154c442cbb23384a2d73f86daf2880a92cd903f20e7b87,/Users/upadhyay/dev/ICES/object_detection_opencv_cpp/data/cassini/issna/saturn/images/co-iss-w1474259012.png,true,position_only
co-iss-n1474259161,cassini,issna,saturn,CB1,1.2,2004-09-19T04:01:00.095,Saturn,https://opus.pds-rings.seti.org/holdings/previews/COISS_2xxx/COISS_2006/data/1474248940_1474269812/N1474259161_1_full.png,c609ef1deead3236889af92aa0a0eb3a8475ce261a868872f279d2a08f3d8000,/Users/upadhyay/dev/ICES/object_detection_opencv_cpp/data/cassini/issna/saturn/images/co-iss-n1474259161.png,true,position_only
co-iss-n1474259513,cassini,issna,saturn,CB2,2.6,2004-09-19T04:06:50.661,Saturn,https://opus.pds-rings.seti.org/holdings/previews/COISS_2xxx/COISS_2006/data/1474248940_1474269812/N1474259513_1_full.png,3ca91020d5ea2afcca461857c6e7d129db197c76e1691631daa1bce92ad0bbf4,/Users/upadhyay/dev/ICES/object_detection_opencv_cpp/data/cassini/issna/saturn/images/co-iss-n1474259513.png,true,position_only
co-iss-n1474259673,cassini,issna,saturn,MT1,8.2,2004-09-19T04:09:25.072,Saturn,https://opus.pds-rings.seti.org/holdings/previews/COISS_2xxx/COISS_2006/data/1474248940_1474269812/N1474259673_1_full.png,a1d573fd061c31d837319362b4b4d8d26568b567929e95c7da030d6ce8379cc3,/Users/upadhyay/dev/ICES/object_detection_opencv_cpp/data/cassini/issna/saturn/images/co-iss-n1474259673.png,true,position_only
co-iss-n1474260137,cassini,issna,saturn,MT2,15,2004-09-19T04:17:02.250,Saturn,https://opus.pds-rings.seti.org/holdings/previews/COISS_2xxx/COISS_2006/data/1474248940_1474269812/N1474260137_1_full.png,386bb3b91f8198423358129d35a2cf3fcb32dda94c113df70a950d0d5a4f1a51,/Users/upadhyay/dev/ICES/object_detection_opencv_cpp/data/cassini/issna/saturn/images/co-iss-n1474260137.png,true,position_only
co-iss-n1474260289,cassini,issna,saturn,CB3,18,2004-09-19T04:19:31.264,Saturn,https://opus.pds-rings.seti.org/holdings/previews/COISS_2xxx/COISS_2006/data/1474248940_1474269812/N1474260289_1_full.png,c411a745b1c569d1b334443a3c9c2e364b56f2f2e86e43d11c438e123d0b0d2c,/Users/upadhyay/dev/ICES/object_detection_opencv_cpp/data/cassini/issna/saturn/images/co-iss-n1474260289.png,true,position_only
co-iss-n1474260452,cassini,issna,saturn,UV3,10,2004-09-19T04:22:22.283,Saturn,https://opus.pds-rings.seti.org/holdings/previews/COISS_2xxx/COISS_2006/data/1474248940_1474269812/N1474260452_1_full.png,a0955fc261ca884dbe541455e25f23eeaa2a2d3416da89ae352976189fdedc19,/Users/upadhyay/dev/ICES/object_detection_opencv_cpp/data/cassini/issna/saturn/images/co-iss-n1474260452.png,true,position_only
co-iss-n1474260894,cassini,issna,saturn,MT3,22,2004-09-19T04:29:32.256,Saturn,https://opus.pds-rings.seti.org/holdings/previews/COISS_2xxx/COISS_2006/data/1474248940_1474269812/N1474260894_1_full.png,7b57684e46746c7eb64065a3d96bdd2f89a84f259ef8ce0bd102886719ba214e,/Users/upadhyay/dev/ICES/object_detection_opencv_cpp/data/cassini/issna/saturn/images/co-iss-n1474260894.png,true,position_only
co-iss-n1474261049,cassini,issna,saturn,BL1,1.2,2004-09-19T04:32:28.075,Saturn,https://opus.pds-rings.seti.org/holdings/previews/COISS_2xxx/COISS_2006/data/1474248940_1474269812/N1474261049_1_full.png,98e704cc6dc79ff551fa3a72d70207de08426a1182a836f3517e97693e8f15e9,/Users/upadhyay/dev/ICES/object_detection_opencv_cpp/data/cassini/issna/saturn/images/co-iss-n1474261049.png,true,position_only
co-iss-w1474264234,cassini,issna,saturn,RED,0.015,2004-09-19T05:25:34.223,Saturn,https://opus.pds-rings.seti.org/holdings/previews/COISS_2xxx/COISS_2006/data/1474248940_1474269812/W1474264234_1_full.png,7c52fca0b686b2c6ab19ca145b633115ac880cdb2ab926ebefb9fcc3ca85fb9c,/Users/upadhyay/dev/ICES/object_detection_opencv_cpp/data/cassini/issna/saturn/images/co-iss-w1474264234.png,true,position_only
co-iss-w1474264412,cassini,issna,saturn,BL1,0.12,2004-09-19T05:28:32.129,Saturn,https://opus.pds-rings.seti.org/holdings/previews/COISS_2xxx/COISS_2006/data/1474248940_1474269812/W1474264412_1_full.png,cfbf2e51dbc5028e35f77fdcaf6075d9ec2205428bf8e5c63787088ce07cfb81,/Users/upadhyay/dev/ICES/object_detection_opencv_cpp/data/cassini/issna/saturn/images/co-iss-w1474264412.png,true,position_only
co-iss-n1474264561,cassini,issna,saturn,CB1,1.2,2004-09-19T05:31:00.060,Saturn,https://opus.pds-rings.seti.org/holdings/previews/COISS_2xxx/COISS_2006/data/1474248940_1474269812/N1474264561_1_full.png,d6dcddebf5723e08ddece7e4202ab925c71282ab940a34801a4c61a93f0bcb45,/Users/upadhyay/dev/ICES/object_detection_opencv_cpp/data/cassini/issna/saturn/images/co-iss-n1474264561.png,true,position_only
co-iss-n1474264913,cassini,issna,saturn,CB2,2.6,2004-09-19T05:36:50.626,Saturn,https://opus.pds-rings.seti.org/holdings/previews/COISS_2xxx/COISS_2006/data/1474248940_1474269812/N1474264913_1_full.png,c4babbe3309ba005172bbfa02d7b9a5d9ab82d71800a3e4f667ed0018f47a490,/Users/upadhyay/dev/ICES/object_detection_opencv_cpp/data/cassini/issna/saturn/images/co-iss-n1474264913.png,true,position_only
co-iss-n1520600455,cassini,issna,saturn,CB1+P0,1.2,2006-03-09T12:30:55.228,Saturn,https://opus.pds-rings.seti.org/holdings/previews/COISS_2xxx/COISS_2021/data/1520599740_1520605667/N1520600455_1_full.png,925a1baf32e254f81a52afd63129c173bd06efead231c3265466d601409b1301,/Users/upadhyay/dev/ICES/object_detection_opencv_cpp/data/cassini/issna/saturn/images/co-iss-n1520600455.png,true,position_only
co-iss-n1520600521,cassini,issna,saturn,CB2,6.8,2006-03-09T12:31:55.632,Saturn,https://opus.pds-rings.seti.org/holdings/previews/COISS_2xxx/COISS_2021/data/1520599740_1520605667/N1520600521_1_full.png,7f08040ef6f0676fffa1a76fbb2a58eefb12d3a8887d718c7f69168b4fb38a29,/Users/upadhyay/dev/ICES/object_detection_opencv_cpp/data/cassini/issna/saturn/images/co-iss-n1520600521.png,true,position_only
co-iss-n1520600629,cassini,issna,saturn,CB2+P120,2,2006-03-09T12:33:48.443,Saturn,https://opus.pds-rings.seti.org/holdings/previews/COISS_2xxx/COISS_2021/data/1520599740_1520605667/N1520600629_1_full.png,ce3196451271a9d9f5459eaef368873b3c78affb82953bb438d11b824a429a69,/Users/upadhyay/dev/ICES/object_detection_opencv_cpp/data/cassini/issna/saturn/images/co-iss-n1520600629.png,true,position_only
co-iss-n1520601024,cassini,issna,saturn,UV1,32,2006-03-09T12:39:53.413,Saturn,https://opus.pds-rings.seti.org/holdings/previews/COISS_2xxx/COISS_2021/data/1520599740_1520605667/N1520601024_1_full.png,b2358f4b89144194d90fd85a27e576bf6ae7aafcb118ccd25a1a49277f0fdb57,/Users/upadhyay/dev/ICES/object_detection_opencv_cpp/data/cassini/issna/saturn/images/co-iss-n1520601024.png,true,position_only
co-iss-n1520601120,cassini,issna,saturn,BL2+P0,2.6,2006-03-09T12:41:58.820,Saturn,https://opus.pds-rings.seti.org/holdings/previews/COISS_2xxx/COISS_2021/data/1520599740_1520605667/N1520601120_1_full.png,dc8a2e2ae6b8807d67fcad799976f49b78cf96cb91447ff71c5acb6ab2f9658c,/Users/upadhyay/dev/ICES/object_detection_opencv_cpp/data/cassini/issna/saturn/images/co-iss-n1520601120.png,true,position_only
co-iss-n1520601185,cassini,issna,saturn,GRN+P120,0.56,2006-03-09T12:43:05.864,Saturn,https://opus.pds-rings.seti.org/holdings/previews/COISS_2xxx/COISS_2021/data/1520599740_1520605667/N1520601185_1_full.png,d3afbd450e123bec59f24d58a4be5939632b404130e1ef9b70e95f16b4220205,/Users/upadhyay/dev/ICES/object_detection_opencv_cpp/data/cassini/issna/saturn/images/co-iss-n1520601185.png,true,position_only
